fee_bps,total_return,annualized_return,sharpe,avg_turnover
0.5,1.8340532112291026,0.17467250050912586,0.2835329200321136,0.02291692394545102
1.0,1.7691032112290923,0.1704711769380023,0.27671403314718274,0.02291692394545102
2.0,1.6392032112290966,0.1618122911130908,0.26265814328801024,0.02291692394545102
5.0,1.2495032112291042,0.13347713869200062,0.21664886917563048,0.02291692394545102
10.0,0.6000032112290992,0.07533947831892562,0.12224516706145214,0.02291692394545102
