,Total Return,Annualized Return,Annualized Vol,Sharpe,Max Drawdown,Average Turnover
long_short,1.6392032112290966,0.1618122911130908,0.6160566319684221,0.26265814328801024,-1.3465959575441693,0.02291692394545102
long_only,2.5105539695207164,0.214183610204274,0.4077896873009315,0.525230570743236,-0.9714703571152663,0.011467282959617521
