datetime,open,high,low,close,volume,ret,ma_40,ma_100,signal,position,turnover,cost,strategy_ret,equity,buy_hold
2020-12-10 09:00:00+00:00,1.6254,1.6426,1.5998,1.5998,38854.01,-0.015749969238341266,1.6353974999999998,1.7472549999999998,-1,-1.0,0.0,0.0,0.015749969238341266,0.6028674737492115,0.9975293924437427
2020-12-10 10:00:00+00:00,1.601,1.6145,1.565,1.5662,64895.45,-0.021002625328166102,1.6311975,1.74377,-1,-1.0,0.0,0.0,0.021002625328166102,0.6238700990773776,0.9765267671155766
2020-12-10 11:00:00+00:00,1.5685,1.58,1.55,1.5737,73838.37,0.004788660452049509,1.6271375000000003,1.7401259999999998,-1,-1.0,0.0,0.0,-0.004788660452049509,0.619081438625328,0.9813154275676261
2020-12-10 12:00:00+00:00,1.5715,1.5963,1.5655,1.57,33540.17,-0.002351146978458396,1.6243275000000001,1.7368259999999998,-1,-1.0,0.0,0.0,0.002351146978458396,0.6214325856037864,0.9789642805891677
2020-12-10 13:00:00+00:00,1.5681,1.5959,1.5417,1.5959,112745.98,0.016496815286624278,1.6216625,1.7341209999999998,-1,-1.0,0.0,0.0,-0.016496815286624278,0.6049357703171622,0.995461095875792
2020-12-10 14:00:00+00:00,1.5921,1.5965,1.5598,1.5628,77303.2,-0.020740647910270193,1.6194825000000002,1.7310699999999999,-1,-1.0,0.0,0.0,0.020740647910270193,0.6256764182274324,0.9747204479655218
2020-12-10 15:00:00+00:00,1.5629,1.5744,1.5395,1.5661,71949.71,0.002111594573841913,1.6170575,1.727963,-1,-1.0,0.0,0.0,-0.002111594573841913,0.6235648236535904,0.9768320425393637
2020-12-10 16:00:00+00:00,1.5664,1.6173,1.5592,1.6095,76581.01,0.02771215120362669,1.616075,1.7255580000000001,-1,-1.0,0.0,0.0,-0.02771215120362669,0.5958526724499638,1.0045441937429904
2020-12-10 17:00:00+00:00,1.6089,1.611,1.5988,1.6101,19386.05,0.00037278657968320417,1.6147949999999998,1.7233969999999998,-1,-1.0,0.0,0.0,-0.00037278657968320417,0.5954798858702806,1.0049169803226736
2020-12-10 18:00:00+00:00,1.6107,1.614,1.606,1.6079,22081.59,-0.0013663747593316566,1.6134499999999998,1.721019,-1,-1.0,0.0,0.0,0.0013663747593316566,0.5968462606296122,1.0035506055633419
