annual_return,sharpe,max_drawdown,avg_hourly_turnover,avg_exposure,win_rate,q_high,q_low
0.2246493499286597,0.6412588195999697,-2.87137282174561,0.2069227105128522,0.7970643755623379,0.3835256342401468,0.6,0.4
0.11734792909968217,0.4706190381016298,-4.3107878210420765,0.18654623079230104,0.5980099853571618,0.28462298436893546,0.7,0.30000000000000004
0.14512051334802267,0.5237458471853268,-3.3711423783787486,0.17031561491099625,0.4990737963763386,0.23686531879609046,0.75,0.25
0.03143593574275094,0.28314174237446277,-2.22651892420803,0.15073302401072633,0.4007727184517404,0.1882431812568364,0.8,0.19999999999999996
0.056365294261939036,0.33321051162666154,-1.5171637550500081,0.12730448282553852,0.3035301589541838,0.1416322642108606,0.85,0.15000000000000002
