annual_return,sharpe,max_drawdown,avg_hourly_turnover,avg_exposure,win_rate,q_high,q_low
-0.39364323148331637,-0.262908923105441,-0.695233568153266,0.1931,0.783,0.40664066406640664,0.6,0.4
-0.5207850570516305,-0.636159438668086,-0.6581319605682899,0.1528,0.5941,0.30853085308530853,0.7,0.30000000000000004
-0.48753549111349703,-0.603632703770509,-0.6943468702879492,0.134,0.5067,0.2615261526152615,0.75,0.25
-0.42765569019358085,-0.4900730398812113,-0.5931059171913686,0.1158,0.4063,0.20962096209620962,0.8,0.19999999999999996
-0.4440781144010164,-0.6252842671427596,-0.6368478665871045,0.0954,0.3152,0.16111611161116113,0.85,0.15000000000000002
