pair,is_var95,is_vol_ann,oos_var95,oos_vol_ann
EWA_EWC,0.00662063871321818,0.09084827561072983,0.005847695901598057,0.0596350689300454
XLE_XOP,0.00914167315409584,0.09882041522690727,0.005049293281252353,0.049459747555255375
GLD_GDX,0.008436063629138832,0.09348862938726774,0.008431157912292344,0.08506362258885591
