pair,role,beta_eg,adf_tau,eg_coint_5pct,johansen_rank_5pct,half_life,z_star,is_return,is_sharpe,oos_return,oos_sharpe,roll_return,roll_sharpe,fixed_return
EWA_EWC,main,0.38008348073567966,-3.1946962744741643,False,0,43.302548739773606,0.5,0.4571285938822498,0.5913924699605952,-0.05898064961460647,-0.41775458725339926,0.08119252961367751,0.1841996732937038,0.4571285938822498
XLE_XOP,control,0.33628799194277414,-2.5270145943965066,False,0,108.05467827396886,0.5,0.4105791083383319,0.5080084861141804,-0.09097777995806922,-0.8219011043721554,-0.26246392229080817,-0.40672311190076654,0.4105791083383319
GLD_GDX,control,4.194360393466969,-2.8419404010349805,False,0,73.5126724674191,0.5,0.691466153401612,0.7871582806982695,-0.040366588484745725,-0.17021777126957777,0.05254236608776153,0.12452442284720308,0.691466153401612
