symbol,fast,slow,total_return,annualized_return,annualized_vol,sharpe,max_drawdown
BTC/USDT,10,30,1.8374680620452635,0.174891130990533,0.6164170420344475,0.28372208920979103,-1.0691337601555082
BTC/USDT,40,100,1.6392032112290966,0.1618122911130908,0.6160566319684221,0.26265814328801024,-1.3465959575441693
BTC/USDT,60,180,0.6248850419397209,0.07790704129921977,0.6155576928990159,0.12656334604854116,-1.290028983048068
BTC/USDT,20,60,0.5508101501202931,0.07016226846412432,0.6162117097006256,0.1138606543166979,-1.453114264126188
