datetime,open,high,low,close,volume,ret_1h,future_ret_1h,factor_mom_4h,factor_mom_24h,factor_mom_72h,factor_vol_price,factor_range_pos,factor_rsi_14,rolling_ic
2020-05-24 06:00:00+00:00,9204.99,9297.0,9204.99,9274.81,3337.887116,0.007583921781640468,-0.0020787487829938556,0.008245497317088013,0.0032537456475203452,-0.022515795519816306,0.007328427766049922,0.377946065755446,67.21567018729486,-0.02599187295577802
2020-05-24 07:00:00+00:00,9274.98,9290.38,9241.37,9255.53,1573.649377,-0.0020787487829938556,0.00032521098197513254,0.006828199583150285,2.7011608508820117e-05,-0.02138968452594303,-2.6858205627089977e-05,0.3009965387394936,62.14576971064122,-0.02599530361804924
2020-05-24 08:00:00+00:00,9255.54,9272.42,9239.0,9258.54,1307.956895,0.00032521098197513254,0.0013166222752181156,0.007398912359882992,0.007694953329618448,-0.012702529202380908,-0.003403717621819275,0.30104902158563884,65.86286113496215,-0.02598712249205475
2020-05-24 09:00:00+00:00,9258.88,9298.0,9252.85,9270.73,1640.351007,0.0013166222752181156,-0.0007906604981484655,0.007140684410646303,0.014438469905173168,-0.003017596913146958,0.0014061892372519973,0.34393525331090713,65.2891583453102,-0.025961757959736365
2020-05-24 10:00:00+00:00,9270.73,9289.0,9251.06,9263.4,1261.214955,-0.0007906604981484655,-0.015588228944016236,-0.001230213880392128,0.013610883454553635,-0.011879758116732586,-0.005551297289940564,0.31311751103636465,56.74210875180052,-0.02608689133965279
2020-05-24 11:00:00+00:00,9263.85,9264.87,9100.0,9119.0,5413.43434,-0.015588228944016236,0.00448514091457386,-0.014751181185734485,-0.005805554798440915,-0.028857387190800332,-0.020890632944501025,-0.2939878074416652,36.5619137719279,-0.026132787953222384
2020-05-24 12:00:00+00:00,9119.0,9179.31,9090.78,9159.9,3262.572147,0.00448514091457386,-0.007905108134368288,-0.010653947598649571,0.0030343214497288162,-0.0216541488298172,0.004918766334359529,-0.12203069161236285,42.68425086097908,-0.0261975466196119
2020-05-24 13:00:00+00:00,9159.9,9160.2,9040.01,9087.49,3861.338729,-0.007905108134368288,-0.001919121781702171,-0.019765433790003617,-0.007158300930513617,-0.02212396522577531,-0.01271781342831833,-0.3227299880525704,40.181238694207835,-0.02615250534025557
2020-05-24 14:00:00+00:00,9087.12,9092.93,9000.0,9070.05,4630.422954,-0.001919121781702171,-0.0015777200787205903,-0.020872465833279397,-0.013970664973648073,-0.0015356671070013705,-0.029791541075045034,-0.27245411726490437,36.40022381516245,-0.02625280583282758
2020-05-24 15:00:00+00:00,9071.37,9092.0,9022.17,9055.74,2071.980318,-0.0015777200787205903,-0.01287801990781523,-0.006937164162737153,-0.01554988813734004,-0.003152664243459613,-0.0018234882735874956,-0.31893779438038095,37.204684078358994,-0.02606159218438365
2020-05-24 16:00:00+00:00,9055.6,9055.61,8853.21,8939.12,10578.656271,-0.01287801990781523,0.0009754875200242985,-0.024102883219249027,-0.025274482030681722,-0.015669355673451846,-0.09646760241073736,-0.31103730424071474,25.933053131946934,-0.026041298596326125
2020-05-24 17:00:00+00:00,8938.11,8989.83,8924.68,8947.84,3837.212488,0.0009754875200242985,-0.0006537890708819827,-0.015367279633870301,-0.0252950691989694,-0.006567121757657057,-0.016628718406808643,-0.29185729368291224,27.44776841768673,-0.026038563324097288
2020-05-24 18:00:00+00:00,8947.84,8982.14,8890.41,8941.99,2350.063354,-0.0006537890708819827,0.00855066937001725,-0.014118996036405429,-0.024224190799194245,0.012538414676954268,0.0011869008257276515,-0.3047246172796049,27.25805587777947,-0.026177617016601706
2020-05-24 19:00:00+00:00,8941.04,9040.0,8937.0,9018.45,3038.765464,0.00855066937001725,-0.0020114321197103324,-0.004117830238058895,-0.01770290317591361,-0.0051932981303906,-0.004184518423385135,-0.13654759809959277,34.875571664608614,-0.026145871778658607
2020-05-24 20:00:00+00:00,9017.37,9040.0,8983.05,9000.31,2110.613043,-0.0020114321197103324,0.005989793684884281,0.006845192815400081,-0.024840783654294207,-0.006068296216784619,0.004826931602754375,-0.17644729896181605,25.637351315652424,-0.026238454692322347
2020-05-24 21:00:00+00:00,9000.93,9080.99,9000.0,9054.22,1741.182561,0.005989793684884281,-0.0012281565943834671,0.011888902796652445,-0.018618056165246255,-0.005451539733189903,0.007085429639814316,-0.05786996304768682,33.313717713675615,-0.026218602008332502
2020-05-24 22:00:00+00:00,9054.21,9063.74,9015.0,9043.1,1848.811882,-0.0012281565943834671,-0.035691300549590355,0.011307326445232135,-0.01971815718157177,-0.008997063078069578,0.006919063741662506,-0.08232887559387486,32.36333635480098,-0.025710742018905174
2020-05-24 23:00:00+00:00,9043.13,9055.63,8700.0,8720.34,9621.55784,-0.035691300549590355,0.010438813165541738,-0.033055569416030495,-0.04998393097400078,-0.03840814233651091,-0.1325171135342724,-0.46653779715390287,19.952282386932566,-0.026036568512877615
2020-05-25 00:00:00+00:00,8718.14,8822.9,8642.72,8811.37,6190.142391,0.010438813165541738,-0.0022334778814191436,-0.020992610254535582,-0.0418653861628161,-0.02385154215231078,-0.04926610190906039,-0.24644054545727723,27.699639727389112,-0.0259699868914558
2020-05-25 01:00:00+00:00,8811.01,8811.01,8765.0,8791.69,2217.930432,-0.0022334778814191436,-8.303295498379715e-05,-0.02899531930966981,-0.041454833289903514,-0.03275885779667642,0.014825979624347146,-0.2760287462601282,31.531516036843954,-0.02600223898098998
2020-05-25 02:00:00+00:00,8791.72,8817.27,8768.0,8790.96,1706.207746,-8.303295498379715e-05,-0.0004993766323586613,-0.02788203160420666,-0.04435283988624805,-0.02772505872828379,0.025101197217706785,-0.27712627606633355,28.17008062409255,-0.025970777476306904
2020-05-25 03:00:00+00:00,8790.67,8797.6,8741.53,8786.57,2239.445739,-0.0004993766323586613,0.0022113293355656705,0.007594887355309554,-0.04418585930667185,-0.023231486679524793,0.017092423400883384,-0.28114350048685455,30.632249660436557,-0.026036486436131295
2020-05-25 04:00:00+00:00,8786.57,8815.2,8770.25,8806.0,1701.158754,0.0022113293355656705,-0.0026198046786282125,-0.0006094398487409558,-0.04184084939513899,-0.021345688575438948,0.02590291707047331,-0.250824075204492,33.127850368534936,-0.02594391772874003
2020-05-25 05:00:00+00:00,8805.99,8820.0,8761.07,8782.93,1775.957394,-0.0026198046786282125,0.0007491805126536022,-0.0009963954598035674,-0.04585225420966865,-0.0292949041720868,0.028419576942450876,-0.28603039921865336,32.72673226142621,-0.02597566996652168
2020-05-25 06:00:00+00:00,8782.93,8815.78,8762.23,8789.51,1900.587334,0.0007491805126536022,0.008851460434085467,-0.00016494216786322458,-0.052324522011771624,-0.032801839869712635,0.02852138421085608,-0.2759888902453902,39.10870589165269,-0.026263478622877163
2020-05-25 07:00:00+00:00,8789.52,8874.41,8772.27,8867.31,3021.441181,0.008851460434085467,-0.005274429336517894,0.009189023703219723,-0.041944653628695594,-0.023618639896672566,0.004822772062519111,-0.1572610181906972,44.970687365373486,-0.026109279538205542
2020-05-25 08:00:00+00:00,8867.31,8881.24,8813.21,8820.54,2214.063939,-0.005274429336517894,-0.007549424411657402,0.001651146945264692,-0.04730767486018317,-0.029962641551348757,0.021972531817423015,-0.22863508729092702,42.56656909490044,-0.025819394921833095
2020-05-25 09:00:00+00:00,8820.43,8875.18,8705.26,8753.95,4355.64709,-0.007549424411657402,-0.007419507765066169,-0.003299582257856981,-0.05574318311502968,-0.03908342480790328,-0.020945733163277542,-0.3302557685264295,33.05658726858127,-0.025546013855137994
2020-05-25 10:00:00+00:00,8753.94,8797.0,8675.0,8689.0,3527.384447,-0.007419507765066169,0.007297732765565668,-0.011435222213752594,-0.06200747025929998,-0.0519791258656187,0.0006184414427018836,-0.4293737028445846,31.088574064297248,-0.025822310877835486
2020-05-25 11:00:00+00:00,8688.58,8768.64,8668.29,8752.41,3205.303773,0.007297732765565668,0.0009825865104582387,-0.012957706452125795,-0.0402006798991118,-0.04512219070477852,0.004336524964895594,-0.33260590892442865,32.06670596940107,-0.025843398938237283
2020-05-25 12:00:00+00:00,8753.2,8786.88,8731.52,8761.01,2560.700234,0.0009825865104582387,0.006064369290755156,-0.0067490199012759655,-0.04354741863994138,-0.04491645617642159,0.016122356438431996,-0.3194817482602845,33.2215655142073,-0.025999213027797775
2020-05-25 13:00:00+00:00,8761.16,8835.86,8728.41,8814.14,2847.342983,0.006064369290755156,-0.00660189195996419,0.006875753231398329,-0.030079813017676038,-0.033121692657370305,0.006798104890636432,-0.23840190452936166,58.76475431617107,-0.02587349656079631
2020-05-25 14:00:00+00:00,8813.21,8857.0,8744.39,8755.95,3604.90199,-0.00660189195996419,0.0030253713189316578,0.007705144435493194,-0.03463045958952804,-0.04149635140371888,-0.0038231465651162888,-0.3272036381394194,44.75997790541766,-0.025932903323632094
2020-05-25 15:00:00+00:00,8756.0,8806.46,8742.53,8782.44,2295.127615,0.0030253713189316578,0.0031460505280991313,0.0034310549894258635,-0.030179753393979825,-0.04773553052309032,0.013477267997421792,-0.28677817116347054,49.26942013545604,-0.026010105019049084
2020-05-25 16:00:00+00:00,8781.22,8847.7,8762.27,8810.07,2474.406844,0.0031460505280991313,0.00946984530202366,0.005599810980697395,-0.014436544089351244,-0.04670564213765627,0.004210432268137709,-0.2446129898669268,51.897215013470834,-0.026095811268546393
2020-05-25 17:00:00+00:00,8810.52,8918.0,8792.3,8893.5,3519.382373,0.00946984530202366,-0.0008241974475741154,0.009003714486041758,-0.006072974036192003,-0.0325707174651797,-0.0015087186431876072,-0.11729337077279878,58.65306722235347,-0.026089795642801943
2020-05-25 18:00:00+00:00,8893.56,8909.92,8860.0,8886.17,2232.675205,-0.0008241974475741154,0.004714066915217696,0.014872172636892556,-0.006242458334218659,-0.03413820276622914,0.002307309829112363,-0.12847942864119083,56.652756826712285,-0.026108585523473418
2020-05-25 19:00:00+00:00,8885.71,8979.66,8871.46,8928.06,3497.832373,0.004714066915217696,-0.001626333156363069,0.016580813532457883,-0.010022786620760948,-0.02677866775964388,-0.0025026963265132813,-0.06455255768526452,61.55424913026986,-0.026095291222315856
2020-05-25 20:00:00+00:00,8928.06,8950.0,8896.13,8913.54,1568.78854,-0.001626333156363069,-0.00151903732972547,0.011744515083308205,-0.009640779039832958,-0.0287923345380533,0.007044527834153254,-0.08671102429495597,59.7846491345727,-0.026086046018325825
2020-05-25 21:00:00+00:00,8913.53,8926.55,8860.98,8900.0,1511.927233,-0.00151903732972547,0.00037078651685384934,0.0007308708607409731,-0.017032941545489177,-0.033134166214014105,0.013493732836053728,-0.10737394701501585,52.96513048396649,-0.0260887888551779
2020-05-25 22:00:00+00:00,8899.42,8923.57,8865.1,8903.3,1170.047882,0.00037078651685384934,-0.000331337818561539,0.0019277146397154166,-0.015459300461125203,-0.03186379784109539,0.01455413525683858,-0.1023379318764503,57.86192723951838,-0.026105862481592385
2020-05-25 23:00:00+00:00,8903.24,8940.0,8889.9,8900.35,1495.507457,-0.000331337818561539,-0.003852657479762156,-0.0031036977798086784,0.020642543754027853,-0.029405670665212602,-0.020717162325785674,-0.10683982419728855,65.68414184884278,-0.026291638530559287
2020-05-26 00:00:00+00:00,8900.35,8925.0,8822.74,8866.06,2755.978992,-0.003852657479762156,0.0017448562270050427,-0.005326727652537722,0.006206753319858205,-0.04046658160145544,0.0021850516814574074,-0.15916859968257857,70.3861901199208,-0.026431052941241113
2020-05-26 01:00:00+00:00,8866.21,8892.25,8856.07,8881.53,1396.120855,0.0017448562270050427,9.795609540241834e-05,-0.0020752808988763194,0.0102187406516836,-0.038445798472171555,-0.01271217388600933,-0.13556037113905345,66.67195368428763,-0.026244990354196487
2020-05-26 02:00:00+00:00,8881.53,8917.88,8871.89,8882.4,1471.254923,9.795609540241834e-05,0.0024047554714943242,-0.0023474442060807954,0.010401594365120559,-0.04194355250143733,-0.011743824631801509,-0.13423269442070557,65.9924457835931,-0.026288975948335323
2020-05-26 03:00:00+00:00,8881.96,8930.0,8871.58,8903.76,1593.117234,0.0024047554714943242,0.00023136292981829065,0.0003831310004662747,0.013337400145904565,-0.041226023274370305,-0.012409320642453018,-0.10163594188743652,62.85987094820027,-0.026294518947919513
2020-05-26 04:00:00+00:00,8903.75,8926.26,8880.15,8905.82,1509.132445,0.00023136292981829065,0.0035493643482578108,0.004484517361714291,0.011335453100159043,-0.037494798843587085,-0.011485920023243359,-0.09849224758881686,75.55784811451413,-0.026185247822128093
2020-05-26 05:00:00+00:00,8905.37,8940.0,8891.93,8937.43,1925.267477,0.0035493643482578108,-0.005576547172956858,0.006293960612642202,0.017590940608657846,-0.03518277424773353,-0.009524761705929597,-0.05025332682212086,75.93584491374861,-0.026249072226144293
