method,lookback,q,fee_bps,period,ann_return,ann_vol,sharpe,max_drawdown,total_return,hit_rate,avg_abs_position,turnover_per_bar,ic,horizon
linear,1152,0.8,2.0,test,-0.1025635944010201,0.2727613668687923,-0.3760195059088289,-0.3927817199127519,-0.127958621370865,0.1898618354835758,0.40278159026443405,0.15975844084545704,0.11370194659342937,1h
linear,-1,0.6,5.0,train,0.08358835665970525,0.5889369926831681,0.1419308987178421,-1.235597157489636,0.31285518833363124,0.38417665538170614,0.8000121999573001,0.19782230762192332,0.10455607376736066,1h
linear,-1,0.6,5.0,valid,-0.814277610528845,0.4835132222104947,-1.6840855081608377,-1.0490373933276602,-1.0158949777932937,0.38649464726873456,0.8021776923780767,0.2095342666300668,0.10959302525573543,1h
linear,-1,0.6,5.0,test,-0.6811752987527916,0.38647445643022715,-1.7625364042028706,-1.048838372050646,-0.8498361689576173,0.3848476530332144,0.8010796962210632,0.20660627687803093,0.11370194659342937,1h
linear,288,0.6,5.0,train,-0.07938595262235404,0.5970080928615722,-0.1329729924461195,-1.422291420792309,-0.2971263959621768,0.37853417513038706,0.800896696861561,0.22969469606856377,0.10455607376736066,1h
linear,288,0.6,5.0,valid,-0.7955560055415088,0.483458836156384,-1.6455506571487526,-1.1377698806271774,-0.9925378521190102,0.38631164790923234,0.8080336718821484,0.22554671058651296,0.10959302525573543,1h
linear,288,0.6,5.0,test,-0.5829967918655447,0.384162759424238,-1.5175775828435536,-0.8346381911067449,-0.7273483947828866,0.38557965047122333,0.8037331869338458,0.22380821667124165,0.11370194659342937,1h
linear,576,0.6,5.0,train,-0.19002695942979198,0.5909620219327602,-0.32155528168849623,-1.720296329832536,-0.7112344656191273,0.37944917192789823,0.8002866989965535,0.22670570653002714,0.10455607376736066,1h
linear,576,0.6,5.0,valid,-0.6063891062523835,0.483117661688149,-1.255158224051444,-0.8510956124912413,-0.7565327103004513,0.38649464726873456,0.8040991856528502,0.2253637112270107,0.10959302525573543,1h
linear,576,0.6,5.0,test,-0.6202661440100851,0.38014716358687944,-1.6316474340030909,-0.9450681319386005,-0.7738457406262301,0.3838411565559521,0.8003476987830542,0.2170372403696587,0.11370194659342937,1h
linear,1152,0.6,5.0,train,-0.1318312710144737,0.585661675366492,-0.2250979986559255,-1.4713881092243386,-0.4934191646976174,0.3792966724616464,0.7966267118065087,0.2205447280934517,0.10455607376736066,1h
linear,1152,0.6,5.0,valid,-0.5046675784479902,0.4845385561090991,-1.041542663808902,-0.6863944509408151,-0.6296246535225913,0.38475615335346325,0.8001646994235521,0.21987373044194344,0.10959302525573543,1h
linear,1152,0.6,5.0,test,-0.561584039498581,0.38504873755727537,-1.4584752129333922,-0.888169046583432,-0.7006337862647873,0.38512215207246775,0.8014456949400677,0.21886723396468113,0.11370194659342937,1h
linear,-1,0.65,5.0,train,-0.009156173777513047,0.5502835391719367,-0.016639010847555428,-1.2114367484358408,-0.034269802470657806,0.33598682404611585,0.7000335498825754,0.19135633025284413,0.10455607376736066,1h
linear,-1,0.65,5.0,valid,-0.7620924799117861,0.4566514290421327,-1.6688713347735349,-0.9922439328201931,-0.9507886658624858,0.3380913166803916,0.7041815353646262,0.20715527495653765,0.10959302525573543,1h
linear,-1,0.65,5.0,test,-0.6977583046942832,0.3666616269222263,-1.9030033509404758,-0.9479159722131281,-0.8705251726031231,0.3358953243663647,0.703998536005124,0.20020129929545247,0.11370194659342937,1h
linear,288,0.65,5.0,train,0.0894465413696347,0.564210932017664,0.15853386790958945,-1.0871160310053885,0.3347812502154426,0.33388233141184004,0.7066520267179065,0.22030072894744868,0.10455607376736066,1h
linear,288,0.65,5.0,valid,-0.9412910727603554,0.44921243392641425,-2.095425241311439,-1.393235328362268,-1.1743573212553993,0.3401043096349163,0.7088480190319334,0.22088022691920578,0.10959302525573543,1h
linear,288,0.65,5.0,test,-0.613998067412087,0.35180999124668716,-1.7452547758416417,-0.8719173628293264,-0.7660256710897623,0.336901820843627,0.7021685424101015,0.21246225638210267,0.11370194659342937,1h
linear,576,0.65,5.0,train,-0.09591769618067669,0.5562587229673894,-0.1724336036817527,-1.3451446846686548,-0.3590015416295972,0.3326623356818251,0.7022295421966023,0.2186537347119285,0.10455607376736066,1h
linear,576,0.65,5.0,valid,-0.8819726793811405,0.4550900201281055,-1.9380180631798292,-1.1931439186490105,-1.1003515311593557,0.3370848202031293,0.703266538567115,0.21804373684692105,0.10959302525573543,1h
linear,576,0.65,5.0,test,-0.506131754034077,0.35661948319903203,-1.419248745171898,-0.8150517506429571,-0.6314513629952087,0.3358038246866136,0.7012535456125903,0.20880226919205783,0.11370194659342937,1h
linear,1152,0.65,5.0,train,-0.052381834889225036,0.5504174648539978,-0.0951674651223498,-1.2052464100653975,-0.1960551621589467,0.33516332692835576,0.702778540275109,0.2077957727147955,0.10455607376736066,1h
linear,1152,0.65,5.0,valid,-0.9023831196335736,0.45770376938658236,-1.9715439985188532,-1.2045546976177903,-1.1258156523373009,0.33681032116387594,0.70775002287492,0.21008326470857352,0.10959302525573543,1h
linear,1152,0.65,5.0,test,-0.5401208570094443,0.3592762547506587,-1.503358070196689,-0.8125177541518882,-0.673856260988109,0.33836581571964497,0.7050050324823863,0.2025802909689816,0.11370194659342937,1h
linear,-1,0.7,5.0,train,0.014592633478819573,0.516660369265466,0.028244150987554673,-1.253910995519595,0.05461742852401996,0.2859669991155031,0.5999939000213499,0.1751913868301461,0.10455607376736066,1h
